Time,Accel Lat-FT,Accel Long-FT,Accel Vert-FT,Aileron-L FCC1,Aileron-R FCC1,Airspeed Cal-ADS1,Altitude DPGS,Altitude Radio-1 ASCB,AOA Norm-FCC1,AOA Norm-FCC2,AOA-ADS1,AOA-ADS2,AOA-ADS3 ASCB,AOA-ADS4 ASCB,AOS-ADS1,AOS-ADS2,AOS-ADS3 ASCB,AOS-ADS4 ASCB,Ctrl Col Force-L,Ctrl Col Force-R,Ctrl Col Pos-L FCC1,Ctrl Col Pos-R FCC1,Ctrl Whl Force-L FCC1,Ctrl Whl Force-R FCC1,Ctrl Whl Pos-L FCC1,Ctrl Whl Pos-R FCC1,Elevator-L FCC1,Elevator-R FCC1,Eng1 EPR-LA,Eng1 Fuel Flow-LA,Eng1 N1-LA,Eng1 N2-LA,Eng1 Thrust Gross-LA,Eng1 Thrust Net-LA,Eng1 TRA-LA,Eng2 EPR-RA,Eng2 Fuel Flow-RA,Eng2 N1-RA,Eng2 N2-RA,Eng2 Thrust Gross-RA,Eng2 Thrust Net-RA,Eng2 TRA-RA,Flap FCC2,Gear WOW-L LGCU1,Gear WOW-N LGCU1,Gear WOW-R LGCU1,Heading Mag-IRS1,Heading Mag-IRS3 ASCB,Pitch Rate-IRS1,Pitch-IRS1,Pitch-IRS2,Roll Rate-IRS1,Roll-IRS1,Roll-IRS3 ASCB,Rudder Ped Force-L FCC1,Rudder Ped Force-R FCC1,Rudder Ped Pos-FCC1,Rudder Ped Pos-FCC2,Rudder-FCC1,Spoiler-LIB FCC1,Spoiler-LMB FCC1,Spoiler-LOB FCC1,Spoiler-RIB FCC1,Spoiler-RMB FCC1,Spoiler-ROB FCC1,Stab-HSCU1,Yaw Rate Body-IRS1
(UTC),(g),(g),(g),(deg),(deg),(kt),(ft),(ft),(),(),(deg),(deg),(deg),(deg),(deg),(deg),(deg),(deg),(lbf),(lbf),(deg),(deg),(lbf),(lbf),(deg),(deg),(deg),(deg),(),(pph),(%RPM),(%RPM),(lbf),(lbf),(deg),(),(pph),(%RPM),(%RPM),(lbf),(lbf),(deg),(deg),(),(),(),(deg),(deg),(deg/sec),(deg),(deg),(deg/sec),(deg),(deg),(lbf),(lbf),(in),(in),(deg),(deg),(deg),(deg),(deg),(deg),(deg),(deg),(deg/sec)
,NUMBER,NUMBER,NUMBER,NUMBER,NUMBER,NUMBER,NUMBER,NUMBER,NUMBER,NUMBER,NUMBER,NUMBER,NUMBER,NUMBER,NUMBER,NUMBER,NUMBER,NUMBER,NUMBER,NUMBER,NUMBER,NUMBER,NUMBER,NUMBER,NUMBER,NUMBER,NUMBER,NUMBER,NUMBER,NUMBER,NUMBER,NUMBER,NUMBER,NUMBER,NUMBER,NUMBER,NUMBER,NUMBER,NUMBER,NUMBER,NUMBER,NUMBER,NUMBER,"%N(0:0=""*"",1:1=""Gear Compressed"")","%N(0:0=""*"",1:1=""Gear Compressed"")","%N(0:0=""*"",1:1=""Gear Compressed"")",NUMBER,NUMBER,NUMBER,NUMBER,NUMBER,NUMBER,NUMBER,NUMBER,NUMBER,NUMBER,NUMBER,NUMBER,NUMBER,NUMBER,NUMBER,NUMBER,NUMBER,NUMBER,NUMBER,NUMBER,NUMBER
48794.3,0.036,0.189,1.091,-2.86,1.67,111.73,3673.98,-1.8,0.39,0.39,2.02,2.46,1.64,1.92,-1.88,-1.94,-1.79,-1.29,51.34,6.31,6.54,6.42,-5.4,0.48,-8.88,-8.76,-14.85,-14.65,1.52,5089.5,89.16,91.89,14375.64,11689.1,32.17,1.01,377.5,31.05,68.73,1388.07,524.83,0.18,20,1,0,1,38,37.9,6.58,3.36,3.36,-0.08,0.79,0.71,-37.01,-0.56,-1.58,-1.58,11.94,0.02,6.66,6.68,0.02,0.04,0.02,-6.2,1.49
48794.4,0.041,0.201,1.086,-2.92,1.7,111.84,3673.98,-1.6,0.43,0.43,2.63,2.82,2.13,2.36,-1.98,-2.13,-1.84,-1.54,51.09,3.95,6.19,6.06,-4.77,-0.05,-8.85,-8.73,-14.41,-14.21,1.52,5093,89.16,91.88,14373.01,11687.02,32.17,1.01,377.5,30.87,68.59,1386.67,522.13,0.18,20,1,0,1,38.12,38.08,7.09,4.05,4.05,0.24,0.82,0.73,-36.86,0.08,-1.58,-1.58,11.97,0.03,6.75,6.75,0,0.04,0,-6.2,1.53
48794.5,0.045,0.213,1.049,-2.94,1.71,111.93,3674.06,-1.6,0.47,0.45,3.15,3.62,2.76,2.78,-2.38,-2.32,-2.06,-1.77,48.13,6.09,5.94,5.82,-4.9,-0.15,-9.07,-8.87,-13.68,-13.49,1.52,5093,89.18,91.9,14400.76,11711.91,32.17,1.01,412.5,30.63,68.46,1369.72,515.7,0.18,20,1,0,1,38.32,38.21,7.29,4.78,4.77,0.26,0.86,0.78,-37.05,0.23,-1.58,-1.58,11.97,0.03,6.83,6.84,0.03,0.02,0.04,-6.2,1.59
48794.6,0.047,0.22,1.011,-2.96,1.71,111.89,3674.09,-1.6,0.49,0.5,3.77,4.18,3.18,3.5,-2.25,-2.49,-2.34,-2.09,45.11,6.41,5.73,5.62,-5.27,0.32,-9.22,-9.17,-13.4,-13.17,1.52,5103,89.19,91.89,14411.26,11718.77,32.17,1.01,412.5,30.43,68.34,1364.32,510.28,0.18,20,1,0,1,38.45,38.41,7.52,5.54,5.38,0.3,0.9,0.81,-37.11,-0.06,-1.58,-1.58,11.97,0.02,6.86,6.87,0.02,0.04,0.02,-6.2,1.64
48794.7,0.042,0.227,0.979,-3.09,1.79,111.93,3674.2,-1.4,0.54,0.55,4.51,4.76,3.83,4.12,-2.48,-2.64,-2.33,-2.03,41.55,6.66,5.34,5.25,-5.37,0.22,-9.72,-9.65,-12.29,-12.16,1.52,5103,89.18,91.9,14399.92,11709.85,32.17,1.01,447,30.23,68.23,1350.48,504.43,0.18,20,1,0,1,38.67,38.55,8.18,6.33,6.16,0.62,0.96,0.87,-36.96,-0.27,-1.59,-1.58,11.98,0.03,7.18,7.18,0.03,0.03,0,-6.2,1.7
48794.8,0.04,0.237,0.993,-3.28,1.91,112.02,3674.25,-1,0.6,0.57,5.36,5.8,4.6,4.64,-2.56,-2.63,-2.19,-2.39,41.65,5.17,4.93,4.81,-6.08,0.38,-10.64,-10.51,-11.66,-11.5,1.52,5112.5,89.18,91.89,14410.61,11707.81,32.17,1.01,447,30,68.13,1319.79,481.79,0.18,20,1,0,1,38.82,38.77,8.04,7.14,6.97,1.04,1.04,0.94,-36.96,-0.06,-1.59,-1.58,12,0.03,7.63,7.69,0.03,0.02,0.04,-6.2,1.77
48794.9,0.035,0.247,0.983,-3.41,1.99,112.02,3674.38,-0.6,0.63,0.63,6.1,6.46,5.46,5.7,-2.75,-2.76,-2.61,-2.42,40.83,5.08,4.87,4.76,-6.52,0.61,-11.01,-10.94,-11.27,-11.06,1.52,5112.5,89.16,91.88,14382.11,11686.99,32.17,1.01,463.5,29.85,68.03,1311.21,474.04,0.18,20,1,0,1,39.05,38.92,8.18,7.96,7.95,1.14,1.16,1.05,-37.01,-0.41,-1.59,-1.58,12.01,0.02,7.85,7.89,0,0.03,0.02,-6.2,1.84
48795,0.036,0.262,1.037,-3.65,2.11,112.05,3674.49,-0.8,0.69,0.7,6.91,7.15,6.34,6.47,-3.23,-3.04,-2.75,-2.61,25.27,11.35,4.03,3.94,-7.12,0.51,-12.14,-12.08,-11.03,-10.78,1.52,5111,89.13,91.86,14371.07,11668.93,32.17,1,463.5,29.66,67.94,1311.43,478.43,0.18,20,1,0,1,39.21,39.16,8.09,8.76,8.75,2.04,1.34,1.21,-36.71,0.03,-1.58,-1.58,12.02,0.03,8.35,8.39,0.03,0.03,0.04,-6.2,1.92
48795.1,0.032,0.275,1.072,-4.1,2.36,112.33,3674.54,-0.2,0.75,0.73,7.76,8.11,7.13,7.08,-3.07,-2.9,-2.61,-2.96,18.24,9.2,1.81,1.75,-7.2,-0.07,-13.78,-13.75,-7.82,-8.15,1.52,5111,89.09,91.84,14391.28,11680.36,32.17,1,480.5,29.52,67.84,1306.76,473.98,0.18,20,1,0,1,39.47,39.32,7.84,9.55,9.54,2.48,1.57,1.42,-36.52,-0.02,-1.58,-1.58,11.95,0.02,9.4,9.48,0.03,0.02,0.03,-6.2,1.98
48795.2,0.032,0.293,1.128,-4.35,2.52,112.7,3674.71,-0.4,0.78,0.78,8.54,8.89,8.07,8.25,-3.35,-3.39,-3.02,-2.84,5.87,6.88,1.04,0.97,-7.64,0.09,-14.92,-14.84,-5.83,-6.04,1.52,5109.5,89.02,91.8,14331.28,11620.01,32.17,1,480.5,29.42,67.78,1297.38,465.86,0.18,20,1,0,1,39.64,39.58,7.01,10.27,10.12,3.39,1.9,1.71,-36.37,-0.46,-1.57,-1.57,11.95,0.03,9.98,10.09,0,0.03,0,-6.2,2.1
48795.3,0.032,0.305,1.159,-5.16,2.97,112.95,3674.76,0.2,0.82,0.82,9.31,9.63,8.7,8.89,-3.38,-3.39,-2.85,-2.93,3.95,5.71,0.61,0.57,-9.89,0.48,-18.51,-18.39,-3.44,-3.36,1.52,5109.5,88.99,91.77,14295.81,11580.36,32.17,1,490,29.3,67.7,1275.34,451.42,0.18,20,1,0,1,39.93,39.77,5.88,10.88,10.75,4.03,2.28,2.08,-36.81,-0.12,-1.58,-1.57,11.94,0.03,11.85,12,0.03,0.02,0.06,-6.2,2.15
48795.4,0.037,0.312,1.175,-6.49,3.74,113.13,3675,0.6,0.85,0.84,9.9,10.26,9.48,9.57,-3.35,-3.66,-2.95,-3.13,2.25,6.31,0.3,0.26,-10.46,0.16,-22.5,-22.43,-3.12,-2.96,1.52,5102.5,88.97,91.76,14294.41,11577.34,32.17,1,490,29.16,67.62,1308.4,475.45,0.18,20,1,0,1,40.12,40.05,4.39,11.38,11.35,4.72,2.75,2.52,-36.46,-0.31,-1.57,-1.58,11.93,0.02,14.92,15.13,0.02,0.02,0.03,-6.2,2.23
48795.5,0.021,0.305,1.175,-7.1,4.09,113.4,3675.11,1,0.86,0.86,10.35,10.7,9.97,10.32,-3.41,-3.53,-3.06,-3.05,-4.8,6.34,0.08,0.04,-11.04,0.16,-24.16,-24.1,-2.75,-2.66,1.52,5102.5,88.94,91.74,14311.35,11589.43,32.17,1,500,29.06,67.55,1308.91,471.39,0.18,20,1,0,1,40.42,40.25,3.14,11.74,11.72,4.57,3.22,2.99,-36.31,-0.36,-1.57,-1.57,11.93,0.03,16.14,16.28,0.03,0.02,0.04,-6.2,2.52
48795.6,0.051,0.3,1.18,-8.19,4.75,113.53,3675.39,1,0.86,0.86,10.8,11.05,10.29,10.68,-3.48,-3.89,-2.98,-3.27,1.43,1.77,0.02,-0.03,-12.63,0.09,-28.56,-28.48,-2.07,-1.93,1.52,5096,88.93,91.75,14277.53,11558.46,32.17,1,500,28.94,67.5,1308.47,475.02,0.18,20,1,0,1,40.63,40.56,2.02,11.98,11.96,5.35,3.7,3.45,-36.61,-0.22,-1.58,-1.57,11.89,0.03,18.37,18.54,0.03,0.02,0.04,-6.2,2.6
48795.7,0.017,0.299,1.168,-10.42,6.04,113.62,3675.91,1.6,0.86,0.86,11.05,11.38,10.57,10.89,-3.41,-3.72,-3.06,-3.4,11.26,-0.12,1.13,1.07,-16.02,0.63,-42.69,-42.5,-2.75,-2.14,1.52,5096,88.93,91.75,14304.38,11576.06,32.17,1,507.5,28.88,67.44,1312.15,478.04,0.18,20,1,0,1,40.97,40.78,0.83,12.1,12.07,5.7,4.26,4.01,-37.11,-0.46,-1.58,-1.57,11.91,0.03,22.72,23.44,0.02,0.02,0.03,-6.2,3.03
48795.8,0.026,0.291,1.084,-12.98,7.51,113.98,3676.1,1.8,0.86,0.86,11.12,11.56,10.91,11.29,-3.56,-4,-3.18,-3.44,0.58,12.42,1.14,1.09,-22.05,-0.2,-51.16,-51.05,-3.98,-3.28,1.52,5080,88.94,91.77,14292.33,11560.83,32.17,1,507.5,28.75,67.37,1303.28,468.03,0.18,20,1,0,1,41.22,41.13,0.3,12.15,12.13,6.17,4.87,4.6,-37.16,-0.27,-1.58,-1.57,11.94,0.03,26.74,27.97,0.03,0.02,0.03,-6.2,3.32
48795.9,0.036,0.27,1.051,-17.09,9.86,114.22,3676.78,2.2,0.86,0.86,11.31,11.6,11.01,11.37,-3.56,-3.92,-3.27,-3.67,-1.59,-10.26,-1.12,-1.19,-16.88,1.31,-52.54,-52.34,-2.93,-3.24,1.52,5080,88.99,91.79,14322.46,11573.33,32.17,1,515.5,28.68,67.32,1308.08,469.43,0.18,20,1,0,1,41.62,41.39,-0.32,12.14,12.11,5.18,5.41,5.17,-36.76,-0.27,-1.58,-1.58,11.94,0.03,35.11,37.69,0.02,0.02,0.03,-6.2,3.46
48796,0.054,0.259,1.049,-15.98,9.2,114.46,3677,2.8,0.86,0.86,11.5,11.96,11.12,11.37,-3.75,-4.11,-3.37,-3.59,1.46,-23.17,-3.05,-3.12,-17.12,4.79,-47.37,-47.11,1.96,1.57,1.52,5064.5,89.02,91.81,14322.06,11577.77,32.17,1,515.5,28.62,67.26,1284.26,452.46,0.18,20,1,0,1,41.9,41.8,-1.11,12.06,12.04,4.57,5.89,5.66,-36.66,0.13,-1.59,-1.58,11.93,0.02,37.53,36.77,0.02,0.06,0.02,-6.21,3.45
48796.1,0.046,0.261,1.051,-15.19,8.77,114.21,3677.49,3.4,0.86,0.86,11.47,11.8,11.27,11.56,-3.93,-4.31,-3.36,-3.73,7.57,-30.76,-2.92,-2.99,-23.34,6.66,-49.2,-48.81,3.63,3.53,1.52,5064.5,89.06,91.84,14354.83,11596.74,32.17,1,519.5,28.52,67.22,1295.3,463.11,0.18,20,1,0,1,42.32,42.08,-2.26,11.87,11.85,3.54,6.29,6.09,-38.05,-0.16,-1.61,-1.61,12,0.02,34.07,33.56,0.03,0.03,0.04,-6.22,3.64
48796.2,0.035,0.252,1.037,-16.46,9.48,114.23,3678.26,3.8,0.85,0.84,11.31,11.68,11.29,11.62,-3.85,-4.27,-3.57,-3.86,14.02,-33.69,-2.47,-2.58,-31.27,11.08,-57.61,-56.13,3.18,3.62,1.52,5058.5,89.07,91.84,14384.86,11625.26,32.17,1,519.5,28.48,67.16,1294.64,459.39,0.18,20,0,0,0,42.6,42.5,-3.3,11.57,11.61,3.26,6.63,6.45,-37.9,0.19,-1.63,-1.63,12.24,0.02,39.23,40.46,0.02,0.03,0.03,-6.22,3.83
48796.3,0.043,0.246,0.972,-18.54,10.71,114.51,3678.51,4.6,0.82,0.83,11.19,11.61,11.11,11.47,-4.19,-4.34,-3.46,-3.73,17.8,-35.36,-1.97,-2.07,-31.53,12.3,-61.78,-54.51,2.46,2.86,1.52,5058.5,89.06,91.84,14338.78,11585.02,32.17,1,523.5,28.41,67.13,1309.89,469.05,0.18,20,0,0,0,43.03,42.79,-4.03,11.18,11.24,2.98,6.93,6.76,-38.1,-0.36,-1.77,-1.65,12.42,0.02,48.43,50.26,0.02,0.04,0,-6.22,3.94
48796.4,0.066,0.229,0.925,-18.39,10.61,114.77,3679.33,5.2,0.81,0.8,10.93,11.39,10.97,11.23,-4.28,-4.58,-3.94,-4.24,17.65,-28.65,-1.54,-1.65,-28.19,14.81,-59.8,-52.49,1.87,2.35,1.52,5052.5,89.09,91.85,14361.15,11601.06,32.17,1,523.5,28.34,67.09,1294.86,458.06,0.18,20,0,0,0,43.31,43.22,-4.77,10.72,10.8,2.11,7.16,7.01,-32.11,-0.56,-2.08,-2.16,13.36,0.03,50.41,50.04,0.03,0.02,0.04,-6.22,3.85
48796.5,0.07,0.222,0.869,-17.53,10.09,114.41,3679.6,5.6,0.78,0.78,10.67,11.09,10.78,11.05,-4.62,-5.02,-4.19,-4.43,13.55,-17.22,-0.7,-0.79,-23.3,11.63,-49.69,-49.42,0.12,0.77,1.52,5052.5,89.12,91.87,14354.73,11624.46,32.17,1,527.5,28.27,67.05,1336.23,466.25,0.18,20,0,0,0,43.72,43.5,-4.97,10.24,10.22,1.9,7.35,7.2,-24.63,-17.05,-3.1,-3.16,19.16,0.02,45.85,45.18,0.02,0.04,0.03,-6.21,3.73
48796.6,0.072,0.219,0.857,-14.55,8.37,113.98,3680.32,6.2,0.76,0.77,10.35,10.84,10.37,10.82,-4.98,-5.3,-4.44,-4.71,17.4,-16.8,0.53,0.44,-17.17,8.88,-43.37,-43.19,-1.45,-0.82,1.52,5073.5,89.14,91.88,14398.45,11650.12,32.17,1,527.5,28.23,67.02,1358.43,480.3,0.18,20,0,0,0,43.98,43.9,-5.07,9.74,9.72,1.88,7.53,7.38,-20.18,-29.52,-3.45,-3.45,25.36,0.02,39.27,38.58,0,0.04,0,-6.21,3.56
48796.7,0.088,0.217,0.822,-13.9,8.06,113.82,3680.55,6.8,0.75,0.75,10.16,10.57,10.01,10.61,-5.17,-5.48,-4.67,-4.73,21.4,-2.6,1.4,1.32,-15.13,-0.96,-45.59,-45.44,-2.8,-2.01,1.52,5073.5,89.14,91.88,14397.87,11654.22,32.17,1,531,28.18,66.98,1327.07,456.07,0.18,20,0,0,0,44.35,44.15,-4.82,9.26,9.24,2.16,7.75,7.58,-67.45,-58.67,-3.45,-3.45,25.74,0.03,35.97,35.26,0.03,0.02,0.03,-6.21,3.26
48796.8,0.106,0.209,0.787,-15.14,8.79,113.9,3680.97,7.4,0.73,0.73,9.59,10.27,9.74,10.25,-5.59,-5.57,-4.87,-5.09,16.01,5.87,1.85,1.79,-16.41,-0.91,-50.81,-50.71,-5.45,-4.95,1.52,5094,89.13,91.88,14400.64,11652.85,32.17,1,531,28.16,66.98,1331.1,458.31,0.18,20,0,0,0,44.57,44.51,-4.31,8.81,8.87,2.34,7.97,7.79,-77.4,-111.34,-3.45,-3.45,25.77,0.02,33.69,34.38,0.02,0.04,0.02,-6.21,2.78
48796.9,0.097,0.206,0.778,-16.98,9.8,114.02,3681.49,7.8,0.72,0.72,9.45,9.84,9.37,9.91,-5.44,-5.57,-4.99,-5.24,13.11,9.3,2.03,1.96,-13.59,-5.89,-55.37,-55.28,-5.69,-5.42,1.52,5094,89.13,91.87,14380.56,11628.97,32.17,1,535.5,28.15,66.98,1331.37,455.33,0.18,20,0,0,0,44.86,44.71,-3.69,8.43,8.49,2.46,8.21,8.05,-79.03,-111.73,-3.45,-3.45,25.78,0.03,42.03,43.13,0,0.03,0,-6.21,2.39
48797,0.092,0.199,0.733,-17.55,10.12,114.14,3681.62,8,0.71,0.71,9.2,9.73,9.01,9.52,-5.61,-5.74,-5.27,-5.22,11.54,13.52,2.16,2.09,-15.81,-0.17,-55.15,-55.06,-5.86,-5.52,1.52,5101.5,89.13,91.85,14367.39,11596.41,32.17,1,535.5,28.15,67.02,1349.33,465.91,0.18,20,0,0,0,45.03,44.98,-2.83,8.12,8.1,1.11,8.34,8.21,-91.51,-102.58,-3.45,-3.45,25.75,0.02,46.26,46.33,0.03,0.04,0.02,-6.21,1.91
48797.1,0.12,0.197,0.749,-17.59,10.18,114.46,3681.9,8,0.71,0.71,9.13,9.49,8.79,9.39,-5.86,-6.03,-5.48,-5.45,5.2,27.38,2.98,2.95,-19.41,3.3,-55.16,-55,-6.59,-6.17,1.52,5101.5,89.12,91.86,14357.39,11602.06,32.17,1,540,28.16,67.09,1379.22,484.9,0.18,20,0,0,0,45.22,45.13,-2.22,7.86,7.85,-0.77,8.33,8.24,-101.85,-94.36,-3.45,-3.45,25.78,0.02,46.3,46.33,0.02,0.03,0,-6.21,1.16
48797.2,0.111,0.199,0.735,-17.61,10.15,114.82,3681.98,8.2,0.71,0.71,8.93,9.31,8.76,9.27,-5.84,-5.92,-5.65,-5.56,10.05,27.03,3.78,3.72,-21.4,4.58,-55.45,-55.21,-8.86,-8.19,1.52,5109.5,89.1,91.85,14366.86,11599.71,32.17,1,540,28.21,67.18,1374.84,479.29,0.18,20,0,0,0,45.31,45.3,-1.37,7.69,7.67,-1.91,8.19,8.14,-103.78,-93.02,-3.45,-3.45,25.78,0.03,46.51,46.57,0.03,0.03,0.03,-6.21,0.46
48797.3,0.103,0.199,0.74,-17.67,10.2,114.99,3682.08,8.8,0.71,0.72,8.82,9.23,8.63,9.04,-5.8,-5.89,-5.52,-5.51,19.91,11.45,3.24,3.18,-19.86,3.72,-55.21,-55.08,-9.3,-9.05,1.52,5109.5,89.09,91.84,14361.87,11598.02,32.17,1,556,28.25,67.27,1375.02,479.08,0.18,20,0,0,0,45.37,45.36,-0.79,7.6,7.59,-3.52,7.88,7.88,-97.59,-96.78,-3.45,-3.45,25.78,0.02,46.69,46.73,0.02,0.04,0,-6.21,-0.15
48797.4,0.091,0.208,0.78,-17.4,10.02,115.03,3682.03,8.8,0.72,0.72,8.97,9.12,8.53,8.91,-5.77,-5.9,-5.57,-5.62,27.31,-1.59,2.41,2.32,-17.17,3.14,-52.54,-52.28,-7.37,-7.38,1.52,5106.5,89.09,91.84,14325.42,11555.56,32.17,1,556,28.31,67.36,1388.06,484.69,0.18,20,0,0,0,45.36,45.38,0.08,7.6,7.58,-4.85,7.42,7.48,-92.7,-90.84,-3.45,-3.45,25.77,0.03,44.82,44.37,0.02,0.03,0,-6.21,-0.77
48797.5,0.09,0.213,0.806,-15.76,9.05,115.16,3682,9,0.74,0.73,9.1,9.18,8.66,9.02,-5.71,-5.84,-5.5,-5.51,24.92,1.43,2.58,2.51,-17.98,6.14,-43.76,-43.55,-6.61,-6.4,1.52,5106.5,89.09,91.84,14337.82,11563.74,32.17,1,572,28.34,67.45,1366.5,465.97,0.18,20,0,0,0,45.29,45.36,0.47,7.64,7.62,-7.36,6.75,6.85,-89.52,-86.44,-3.45,-3.45,25.77,0.03,38.86,38.28,0.03,0.03,0.04,-6.21,-1.39
48797.6,0.106,0.218,0.852,-14.24,8.17,115.41,3681.77,9,0.74,0.74,9.04,9.15,8.78,8.97,-5.62,-5.76,-5.39,-5.44,18.05,14.31,2.99,2.93,-15.81,6.48,-39,-38.81,-6.93,-6.5,1.52,5103.5,89.09,91.84,14343.64,11557.06,32.17,1,572,28.4,67.54,1416.5,499.25,0.18,20,0,0,0,45.2,45.25,0.76,7.71,7.69,-8.91,5.91,6.07,-82.35,-75.95,-3.45,-3.45,25.77,0,35.58,34.98,0.02,0.03,0,-6.21,-2.03
48797.7,0.067,0.229,0.859,-11.19,6.39,115.81,3681.7,9,0.75,0.75,9.14,9.18,8.81,9,-5.39,-5.67,-5.3,-5.26,22.02,19.41,4.17,4.09,-11.4,5.02,-27.88,-27.77,-8.67,-8.06,1.52,5103.5,89.09,91.83,14348.59,11557.19,32.17,1,601,28.42,67.6,1436.38,510.12,0.18,20,0,0,0,44.98,45.13,1.24,7.81,7.8,-8.91,5.02,5.19,-75.96,-77.33,-3.45,-3.45,25.78,0.03,29.03,28.41,0.03,0.03,0,-6.21,-2.37
48797.8,0.062,0.236,0.895,-6.61,3.63,116.04,3681.45,8.8,0.75,0.75,9.15,9.29,8.84,9.04,-5.17,-5.41,-5,-5.06,20.39,25.96,5.17,5.12,-11.01,9.7,-8.23,-8.09,-10.88,-10.3,1.52,5097.5,89.09,91.83,14310.35,11520.81,32.17,1,601,28.44,67.66,1411.23,490.65,0.18,20,0,0,0,44.81,44.89,1.53,7.96,7.91,-8.92,4.13,4.31,-72.2,-77.68,-3.45,-3.45,25.75,0.03,22.44,21.84,0.02,0.02,0.06,-6.21,-2.49
48797.9,0.06,0.243,0.932,-3.34,1.74,116.1,3680.98,8.2,0.76,0.76,9.17,9.26,8.76,9.1,-4.99,-5.01,-4.75,-4.91,20.58,27.7,5.27,5.22,-6.78,9.83,-1.65,-1.24,-11.85,-11.38,1.51,5097.5,89.09,91.84,14311.93,11519.08,32.17,1,630,28.48,67.73,1377.32,469.54,0.18,20,0,0,0,44.53,44.71,2.2,8.17,8.1,-7.91,3.31,3.45,-66.06,-71.64,-3.45,-3.45,25.78,0.03,19.16,18.53,0,0.04,0.02,-6.21,-2.67
48798,0.065,0.253,0.997,-0.1,-0.03,116.09,3680.84,8.4,0.77,0.77,9.11,9.35,8.8,9.11,-4.72,-4.76,-4.54,-4.71,16.73,21.99,4.25,4.19,-7.2,5.59,-1.17,-0.87,-11.87,-11.47,1.51,5091.5,89.11,91.85,14305.22,11512.87,32.17,1,630,28.5,67.77,1421.78,499.06,0.18,20,0,0,0,44.32,44.42,2.72,8.43,8.36,-5.67,2.69,2.77,-66.12,-63.33,-3.45,-3.45,25.77,0.03,12.57,11.91,0.03,0.31,0.19,-6.21,-2.79
48798.1,0.05,0.263,1.037,-0.92,0.55,116.05,3680.37,8.6,0.79,0.78,9.4,9.71,9.09,9.31,-4.21,-4.41,-4.02,-4.17,16.33,14.84,2.43,2.37,-12.78,9.07,-6.58,-6.36,-8.72,-8.9,1.51,5091.5,89.11,91.87,14313.49,11524.43,32.17,1,643.5,28.52,67.84,1380.8,472.21,0.18,20,0,0,0,44.01,44.21,3,8.73,8.71,-3.29,2.28,2.3,-66.91,-63.47,-3.45,-3.45,25.75,0.03,6.12,5.41,0.03,0.02,0.04,-6.21,-2.78
48798.2,0.038,0.276,1.119,-1.92,1.12,115.97,3680.2,8.6,0.8,0.8,9.59,9.89,9.22,9.54,-3.78,-4.01,-3.62,-3.82,9.49,12.58,2.03,1.98,-15.37,7.73,-10.28,-10.1,-7.05,-7.1,1.51,5085.5,89.13,91.89,14293.35,11501.07,32.17,1,643.5,28.56,67.9,1402.9,486.61,0.18,20,0,0,0,43.79,43.89,2.71,9.01,8.99,-1.09,2.08,2.04,-71.41,-63.13,-3.45,-3.45,25.75,0.03,4.99,5.36,0.02,0.04,0,-6.21,-2.71
48798.3,0.049,0.282,1.131,-3.78,2.2,116.03,3679.9,7.8,0.81,0.81,9.73,9.97,9.43,9.8,-3.19,-3.37,-3.12,-3.35,3.91,17.65,1.91,1.87,-10.41,5.55,-10.82,-10.77,-5.82,-5.67,1.51,5085.5,89.13,91.88,14335.39,11531.1,32.17,1,657.5,28.56,67.95,1426.27,502.21,0.18,20,0,0,0,43.47,43.68,2.21,9.26,9.24,0.04,2.05,1.95,-70.08,-59.96,-3.45,-3.45,25.77,0.03,8.72,8.72,0.03,0.02,0.04,-6.21,-2.84
48798.4,0.063,0.284,1.117,-2.93,1.67,116.18,3679.62,7.6,0.81,0.81,9.99,10.23,9.59,9.86,-2.82,-3.04,-2.76,-3.06,5.11,16.7,1.98,1.93,-7.27,5.47,-6.05,-5.93,-5.71,-5.54,1.52,5079,89.16,91.91,14384.81,11582.34,32.17,1,657.5,28.59,68,1413.36,493.07,0.18,20,0,0,0,43.24,43.35,1.95,9.46,9.4,0.26,2.07,1.96,-68.29,-56.98,-3.45,-3.45,25.75,0.03,6.61,6.33,0.02,0.02,0.03,-6.21,-3.1
48798.5,0.046,0.288,1.138,-2.2,1.26,116.23,3679.36,7.6,0.82,0.82,10.05,10.33,9.84,10.1,-2.42,-2.75,-2.34,-2.69,13.59,12.77,2.3,2.24,-8.09,6.06,-5.45,-5.32,-5.82,-5.52,1.52,5079,89.18,91.92,14383.74,11573.81,32.17,1,653.5,28.63,68.05,1424.26,498.78,0.53,20,0,0,0,42.88,43.11,1.5,9.62,9.57,0.81,2.13,2.01,-67.55,-55.91,-3.45,-3.45,25.77,0.03,5.2,5.1,0.03,0.03,0.07,-6.21,-3.3
48798.6,0.032,0.292,1.131,-1.98,1.16,116.39,3679.07,7.8,0.81,0.81,10.04,10.36,9.91,10.25,-1.99,-2.11,-1.81,-2.25,20.95,12.07,3.2,3.12,-11.16,5.1,-8.86,-8.77,-7.28,-6.66,1.52,5086,89.19,91.94,14347.29,11535.58,32.17,1,653.5,28.66,68.1,1423.17,495.98,3.52,20,0,0,0,42.62,42.73,1.12,9.74,9.72,1.22,2.24,2.12,-67.5,-50.95,-3.45,-3.45,25.74,0.03,5.11,5.27,0.04,0.03,0.03,-6.21,-3.39
