Time,Accel Lat-FT,Accel Long-FT,Accel Vert-FT,Aileron-L FCC1,Aileron-R FCC1,Airspeed Cal-ADS1,Altitude DPGS,Altitude Radio-1 ASCB,AOA Norm-FCC1,AOA Norm-FCC2,AOA-ADS1,AOA-ADS2,AOA-ADS3 ASCB,AOA-ADS4 ASCB,AOS-ADS1,AOS-ADS2,AOS-ADS3 ASCB,AOS-ADS4 ASCB,Ctrl Col Force-L,Ctrl Col Force-R,Ctrl Col Pos-L FCC1,Ctrl Col Pos-R FCC1,Ctrl Whl Force-L FCC1,Ctrl Whl Force-R FCC1,Ctrl Whl Pos-L FCC1,Ctrl Whl Pos-R FCC1,Elevator-L FCC1,Elevator-R FCC1,Eng1 EPR-LA,Eng1 Fuel Flow-LA,Eng1 N1-LA,Eng1 N2-LA,Eng1 Thrust Gross-LA,Eng1 Thrust Net-LA,Eng1 TRA-LA,Eng2 EPR-RA,Eng2 Fuel Flow-RA,Eng2 N1-RA,Eng2 N2-RA,Eng2 Thrust Gross-RA,Eng2 Thrust Net-RA,Eng2 TRA-RA,Flap FCC2,Gear WOW-L LGCU1,Gear WOW-N LGCU1,Gear WOW-R LGCU1,Heading Mag-IRS1,Heading Mag-IRS3 ASCB,Pitch Rate-IRS1,Pitch-IRS1,Pitch-IRS2,Roll Rate-IRS1,Roll-IRS1,Roll-IRS3 ASCB,Rudder Ped Force-L FCC1,Rudder Ped Force-R FCC1,Rudder Ped Pos-FCC1,Rudder Ped Pos-FCC2,Rudder-FCC1,Spoiler-LIB FCC1,Spoiler-LMB FCC1,Spoiler-LOB FCC1,Spoiler-RIB FCC1,Spoiler-RMB FCC1,Spoiler-ROB FCC1,Stab-HSCU1,Yaw Rate Body-IRS1
(UTC),(g),(g),(g),(deg),(deg),(kt),(ft),(ft),(),(),(deg),(deg),(deg),(deg),(deg),(deg),(deg),(deg),(lbf),(lbf),(deg),(deg),(lbf),(lbf),(deg),(deg),(deg),(deg),(),(pph),(%RPM),(%RPM),(lbf),(lbf),(deg),(),(pph),(%RPM),(%RPM),(lbf),(lbf),(deg),(deg),(),(),(),(deg),(deg),(deg/sec),(deg),(deg),(deg/sec),(deg),(deg),(lbf),(lbf),(in),(in),(deg),(deg),(deg),(deg),(deg),(deg),(deg),(deg),(deg/sec)
,NUMBER,NUMBER,NUMBER,NUMBER,NUMBER,NUMBER,NUMBER,NUMBER,NUMBER,NUMBER,NUMBER,NUMBER,NUMBER,NUMBER,NUMBER,NUMBER,NUMBER,NUMBER,NUMBER,NUMBER,NUMBER,NUMBER,NUMBER,NUMBER,NUMBER,NUMBER,NUMBER,NUMBER,NUMBER,NUMBER,NUMBER,NUMBER,NUMBER,NUMBER,NUMBER,NUMBER,NUMBER,NUMBER,NUMBER,NUMBER,NUMBER,NUMBER,NUMBER,"%N(0:0=""*"",1:1=""Gear Compressed"")","%N(0:0=""*"",1:1=""Gear Compressed"")","%N(0:0=""*"",1:1=""Gear Compressed"")",NUMBER,NUMBER,NUMBER,NUMBER,NUMBER,NUMBER,NUMBER,NUMBER,NUMBER,NUMBER,NUMBER,NUMBER,NUMBER,NUMBER,NUMBER,NUMBER,NUMBER,NUMBER,NUMBER,NUMBER,NUMBER
48790,0.029,0.209,1.033,-1.2,0.72,101.81,3674.75,-2.4,0.17,0.18,-0.46,-0.33,-0.25,0.23,-2.7,-2.19,-2.61,-1.69,2.59,4.13,0.15,0.13,-1.82,0.09,-3.27,-3.19,-2.37,-2.14,1.52,5114.5,89.29,91.95,14205.44,11806.17,32.17,1.24,3811.5,72.16,84.7,8038.01,6190.62,0.26,20,1,1,1,37.04,37.03,0.31,-0.88,-0.89,-0.46,0.76,0.7,-33,-1.25,-1.31,-1.25,9.43,0,2.79,2.79,0.02,0.04,0,-6.2,0.31
48790.1,0.023,0.206,0.965,-1.16,0.68,102.01,3674.82,-2.8,0.17,0.17,-0.59,-0.43,-0.26,0,-2.94,-2.57,-2.92,-2,2.66,4.8,0.15,0.13,-2.6,-0.3,-3.35,-3.26,-2.37,-2.17,1.52,5114.5,89.24,91.94,14238.35,11831.91,32.17,1.22,3268,71.16,84.18,7576.28,5786.4,0.26,20,1,1,1,37.09,37.07,-0.05,-0.87,-0.88,-0.03,0.75,0.69,-33.64,0.63,-1.34,-1.34,9.9,0.03,2.7,2.7,0.03,0.02,0.03,-6.2,0.23
48790.2,0.026,0.203,0.913,-1.17,0.69,102.21,3674.82,-2.6,0.17,0.17,-0.44,-0.15,0.16,0.05,-2.33,-2.05,-2.41,-1.86,1.24,3.6,0.11,0.09,-3.73,-0.2,-4.38,-4.36,-2.36,-2.18,1.52,5104.5,89.22,91.91,14191.53,11773.41,32.17,1.2,3268,69.79,83.64,7284.99,5518.2,0.18,20,1,1,1,37.11,37.11,-0.07,-0.87,-0.88,-0.07,0.76,0.69,-36.12,-0.27,-1.44,-1.45,10.28,0.02,2.87,2.97,0.02,0,0.03,-6.2,0.11
48790.3,0.02,0.198,0.939,-1.61,0.95,102.59,3674.84,-1.8,0.18,0.17,-0.15,-0.07,0.19,0.29,-2.74,-1.96,-2.23,-1.56,0.92,3.79,0.11,0.08,-4.43,-0.02,-5.6,-5.63,-2.3,-2.11,1.52,5104.5,89.21,91.9,14226.98,11783.65,32.17,1.19,2893,67.99,83.07,6867.33,5143.85,0.18,20,1,1,1,37.12,37.12,-0.17,-0.89,-0.89,0.22,0.8,0.73,-39.38,-0.41,-1.65,-1.59,11.82,0.02,4.17,4.25,0,0.04,0,-6.2,0
48790.4,0.023,0.194,0.99,-1.82,1.07,103.16,3674.81,-1.8,0.19,0.19,-0.23,0.09,-0.07,0.42,-2.5,-2.47,-2.56,-1.92,1.43,3.91,0.11,0.09,-3.77,0.11,-5.7,-5.66,-2.3,-2.09,1.52,5094,89.2,91.89,14192.71,11747.88,32.17,1.17,2893,66.49,82.45,6419.2,4741.1,0.18,20,1,1,1,37.12,37.13,-0.02,-0.9,-0.9,0.55,0.87,0.77,-39.09,0.97,-1.67,-1.67,12.45,0.02,4.6,4.61,0.03,0.02,0.03,-6.2,-0.22
48790.5,0.02,0.181,1.058,-1.89,1.1,103.51,3674.75,-2,0.19,0.19,-0.16,0,0.13,0.41,-2.68,-2.2,-2.47,-1.77,1.11,3.13,0.1,0.08,-2.89,0.71,-5.16,-5.14,-2.3,-2.09,1.52,5094,89.2,91.89,14227.36,11786.16,32.17,1.16,2518,64.99,81.84,6051.68,4403.94,0.18,20,1,1,1,37.11,37.13,0,-0.9,-0.91,-0.15,0.9,0.81,-40.48,-0.56,-1.74,-1.73,12.74,0.02,4.55,4.59,0.03,0.03,0.03,-6.2,-0.45
48790.6,0.017,0.173,1.1,-1.71,0.98,103.55,3674.67,-2,0.19,0.19,-0.45,-0.2,0.11,0.28,-2.52,-2.07,-2.31,-1.83,1.74,4.1,0.1,0.08,-2.7,0.9,-4.41,-4.37,-2.29,-2.09,1.52,5090.5,89.2,91.91,14233.9,11776.78,32.17,1.15,2518,63.52,81.25,5695.21,4093.26,0.18,20,1,1,1,37.08,37.1,-0.04,-0.89,-0.9,-0.19,0.89,0.82,-37.35,0.08,-1.67,-1.7,12.92,0.02,4.1,4.1,0,0.03,0,-6.2,-0.63
48790.7,0.002,0.172,1.035,-1.57,0.91,104,3674.66,-2.2,0.18,0.18,-0.43,-0.3,-0.2,0.08,-2.28,-1.98,-2.24,-1.78,0.64,3.45,0.1,0.07,-2,0.16,-3.88,-3.77,-2.29,-2.09,1.52,5090.5,89.2,91.91,14255.08,11783.66,32.17,1.13,2215.5,62.41,80.68,5378.22,3805.81,0.18,20,1,1,1,37.01,37.06,0.37,-0.88,-0.88,-0.7,0.88,0.82,-35.03,-1.45,-1.57,-1.55,12.63,0.02,3.74,3.69,0.02,0.02,0.02,-6.2,-0.8
48790.8,0.002,0.169,0.99,-1.21,0.7,104,3674.63,-2.2,0.17,0.17,-0.51,-0.17,-0.02,0.11,-2.24,-2,-2.2,-1.8,0.92,3.32,0.1,0.08,-2.08,0.03,-2.94,-2.87,-2.29,-2.08,1.52,5086.5,89.2,91.9,14231.99,11772.03,32.17,1.12,2215.5,60.61,80.13,5168.1,3622.62,0.26,20,1,1,1,36.95,36.98,0.24,-0.88,-0.88,-0.49,0.88,0.82,-32.8,-0.52,-1.41,-1.41,11.15,0.02,2.8,2.75,0.02,0.03,0.02,-6.2,-0.88
48790.9,-0.01,0.179,0.962,-0.99,0.59,104.04,3674.64,-2.2,0.18,0.17,-0.25,-0.07,-0.01,0.2,-2.22,-1.93,-2.29,-1.48,1.55,3.73,0.1,0.08,-1.88,-0.41,-2.57,-2.37,-2.29,-2.08,1.52,5086.5,89.19,91.9,14273.13,11793.66,32.17,1.11,1912.5,59.54,79.61,4816.72,3317.64,0.18,20,1,1,1,36.85,36.92,-0.04,-0.87,-0.87,0.03,0.88,0.8,-33.55,-0.61,-1.3,-1.38,10.56,0.03,2.26,2.24,0.02,0.03,0.02,-6.2,-0.97
48791,-0.012,0.171,0.944,-0.94,0.54,104.72,3674.64,-2,0.18,0.18,-0.13,0,0.12,0.25,-2.03,-1.66,-2.28,-1.6,0.77,3.09,0.1,0.07,-1.14,-0.8,-2.45,-2.17,-2.3,-2.08,1.52,5090.5,89.18,91.89,14240.81,11754.18,32.17,1.1,1912.5,58.11,79.09,4626.37,3143.26,0.18,20,1,1,1,36.77,36.81,-0.05,-0.87,-0.87,-0.63,0.88,0.8,-31.91,-0.02,-1.29,-1.27,9.9,0.02,2.11,2.13,0.02,0.02,0.02,-6.2,-0.92
48791.1,-0.03,0.169,1.016,-0.88,0.5,105.08,3674.57,-2.2,0.19,0.19,-0.3,0.01,0.24,0.39,-2.03,-1.56,-1.95,-1.31,0.23,3,0.1,0.09,-1.88,-0.8,-2.58,-2.33,-2.3,-2.09,1.52,5090.5,89.19,91.89,14240.89,11750.5,32.17,1.09,1614,56.31,78.57,4244.74,2831.04,0.18,20,1,1,1,36.66,36.73,-0.2,-0.88,-0.88,0.04,0.89,0.81,-29.98,0.67,-1.24,-1.24,9.51,0.02,1.92,1.96,0,0.03,0,-6.2,-0.81
48791.2,-0.025,0.158,1.021,-0.91,0.54,105.14,3674.58,-2.2,0.2,0.19,-0.35,-0.03,0.23,0.53,-1.9,-1.55,-1.84,-1.24,1.08,3.41,0.12,0.09,-2.34,-0.2,-2.83,-2.81,-2.29,-2.09,1.52,5094,89.17,91.88,14246.63,11746.89,32.17,1.09,1614,54.85,78.06,3966.64,2593.63,0.18,20,1,1,1,36.59,36.62,0.05,-0.87,-0.88,0.14,0.93,0.85,-30.38,0.92,-1.26,-1.26,9.46,0.03,2.13,2.15,0.03,0.03,0,-6.2,-0.81
48791.3,-0.025,0.156,1.044,-0.97,0.57,105.41,3674.47,-2.2,0.2,0.2,-0.46,0.02,0.03,0.29,-1.56,-1.22,-1.56,-0.99,0.55,3.16,0.1,0.08,-2.6,0.79,-2.85,-2.8,-2.29,-2.08,1.52,5094,89.16,91.88,14213.28,11713.96,32.17,1.08,1315.5,53.75,77.63,3647.4,2324.8,0.18,20,1,1,1,36.48,36.55,0.09,-0.87,-0.88,0.04,0.96,0.88,-30.67,-0.52,-1.27,-1.26,9.61,0.02,2.26,2.29,0,0.04,0.02,-6.2,-0.84
48791.4,-0.036,0.153,1.033,-0.99,0.6,105.63,3674.47,-2.2,0.19,0.19,-0.55,-0.15,-0.17,0.16,-1.68,-1.3,-1.56,-0.9,1.43,4.58,0.1,0.08,-1.9,0.69,-2.58,-2.36,-2.29,-2.09,1.52,5093.5,89.17,91.88,14262.91,11739.07,32.17,1.07,1315.5,52.41,77.22,3435.67,2135.28,0.18,20,1,1,1,36.42,36.45,0.14,-0.86,-0.86,0.52,0.99,0.91,-29.93,-0.66,-1.24,-1.23,9.54,0.04,2.21,2.21,0,0.03,0.02,-6.2,-0.87
48791.5,-0.043,0.155,1.007,-0.81,0.48,105.96,3674.44,-2.2,0.18,0.18,-0.54,0.04,-0.01,0.39,-1.23,-0.99,-1.22,-0.74,0.61,3.09,0.1,0.07,-1.27,0.32,-1.95,-1.63,-2.29,-2.08,1.52,5093.5,89.17,91.88,14261.73,11735.09,32.17,1.06,1108.5,50.82,76.84,3310.14,2043.29,0.18,20,1,1,1,36.32,36.39,0.09,-0.85,-0.86,-0.12,1.01,0.92,-28.45,-0.61,-1.1,-1.17,9.04,0.03,1.8,1.76,0.02,0.03,0.04,-6.2,-0.8
48791.6,-0.041,0.157,1.007,-0.75,0.42,106.31,3674.4,-2.4,0.18,0.18,-0.46,-0.02,-0.05,0.14,-1.29,-1.06,-1.51,-0.45,1.52,3.03,0.12,0.09,-0.91,-1.3,-1.7,-1.43,-2.29,-2.08,1.52,5092.5,89.2,91.9,14269.45,11738.6,32.17,1.06,1108.5,49.61,76.45,3136.74,1891.09,0.18,20,1,1,1,36.25,36.29,-0.31,-0.86,-0.86,-0.28,1,0.92,-23.1,-0.16,-0.95,-0.91,8.39,0.02,1.58,1.55,0.02,0.04,0.03,-6.2,-0.71
48791.7,-0.055,0.154,0.972,-0.6,0.37,106.29,3674.39,-2.4,0.18,0.18,-0.53,0.11,0.2,0.24,-0.99,-0.7,-0.82,-0.45,1.59,3.51,0.11,0.09,-0.52,-0.48,-1.42,-1.18,-2.3,-2.14,1.52,5092.5,89.2,91.9,14279.07,11737.93,32.17,1.05,901,48.46,76.09,2987.01,1781.17,0.18,20,1,1,1,36.17,36.23,0.04,-0.86,-0.86,-0.12,0.99,0.92,-21.91,-0.91,-0.84,-0.84,6.46,0.03,1.23,1.26,0,0.03,0,-6.2,-0.49
48791.8,-0.047,0.152,0.986,-0.54,0.31,106.75,3674.37,-2.2,0.19,0.19,-0.45,0.15,0.07,0.24,-1.04,-0.6,-0.93,-0.29,1.3,4.2,0.1,0.09,-1.3,0.16,-1.56,-1.24,-2.3,-2.09,1.52,5089,89.21,91.91,14296.37,11755.59,32.17,1.05,901,47.41,75.73,2823.45,1640.23,0.18,20,1,1,1,36.13,36.15,-0.13,-0.87,-0.87,-0.14,0.98,0.91,-24.29,0.53,-0.93,-0.89,6.78,0.03,1.12,1.12,0.03,0.02,0.03,-6.2,-0.32
48791.9,-0.066,0.15,1.007,-0.53,0.31,107.14,3674.33,-2,0.19,0.19,-0.45,0.13,-0.02,0.43,-1.16,-0.88,-1.22,-0.23,1.46,4.16,0.11,0.08,-1.53,1.34,-1.75,-1.52,-2.3,-2.11,1.52,5089,89.2,91.91,14282.52,11739.62,32.17,1.04,790,46.64,75.38,2727.91,1561.4,0.18,20,1,1,1,36.08,36.12,0.09,-0.87,-0.87,-0.37,0.98,0.92,-25.88,-0.36,-0.96,-0.97,7.14,0,1.08,1.12,0,0.03,0.02,-6.2,-0.13
48792,-0.045,0.145,1.026,-0.63,0.4,107.23,3674.29,-2.4,0.19,0.19,-0.4,-0.05,-0.13,0.24,-0.87,-0.58,-1.01,-0.4,1.62,3.23,0.1,0.08,-2.23,0.16,-2.33,-2.08,-2.31,-2.11,1.52,5086,89.21,91.91,14301.03,11742.74,32.17,1.04,790,45.93,75.21,2727.37,1561.57,0.18,20,1,1,1,36.07,36.08,0.38,-0.84,-0.86,0.45,0.99,0.91,-28.94,-0.22,-1.1,-1.1,7.95,0.03,1.55,1.55,0.04,0.03,0.03,-6.2,-0.11
48792.1,-0.055,0.142,1.047,-0.77,0.47,107.38,3674.26,-2.4,0.2,0.19,-0.32,-0.12,0.08,0.44,-0.96,-0.54,-0.67,0.04,1.17,3.48,0.1,0.08,-1.51,-0.36,-1.92,-1.66,-2.3,-2.09,1.52,5086,89.21,91.91,14284.5,11716.26,32.17,1.04,679,44.41,74.75,2531.35,1398.82,0.18,20,1,1,1,36.05,36.07,0.64,-0.8,-0.82,-0.2,0.97,0.91,-29.48,0.13,-1.14,-1.12,8.57,0.03,1.71,1.71,0.03,0.03,0.04,-6.2,-0.03
48792.2,-0.045,0.141,1.054,-0.75,0.44,107.75,3674.23,-2.2,0.2,0.2,-0.53,0.01,-0.15,0.16,-0.84,-0.54,-0.9,-0.34,0.8,3.35,0.1,0.08,-0.91,-0.46,-1.79,-1.55,-2.29,-2.08,1.52,5091.5,89.21,91.91,14317.33,11740.24,32.17,1.03,679,43.66,74.44,2304.78,1221.62,0.18,20,1,1,1,36.05,36.06,0.58,-0.75,-0.76,0.21,0.97,0.89,-28.05,0.28,-1.11,-1.11,8.68,0.03,1.57,1.57,0.02,0.03,0,-6.2,0.03
48792.3,-0.053,0.14,1.044,-0.68,0.4,108.14,3674.21,-2.2,0.19,0.19,-0.76,0.11,-0.09,0.17,-0.81,-0.37,-0.42,-0.11,1.17,3.29,0.11,0.07,-1.79,0.82,-2.01,-1.79,-2.29,-2.08,1.52,5091.5,89.22,91.92,14309.71,11720.85,32.17,1.03,622,42.63,74.13,2212.55,1152.65,0.18,20,1,1,1,36.06,36.06,0.34,-0.72,-0.72,-0.19,0.95,0.88,-28.2,-0.16,-1.1,-1.11,8.51,0.03,1.47,1.48,0.03,0.02,0.03,-6.2,0.2
48792.4,-0.037,0.142,1.037,-0.72,0.42,108.29,3674.22,-2.4,0.19,0.19,-0.4,0.14,-0.17,0.2,-0.54,-0.3,-0.65,0.01,1.84,3.19,0.1,0.08,-1.92,0.98,-2.28,-1.99,-2.29,-2.08,1.52,5097,89.21,91.91,14330.36,11749.92,32.17,1.03,622,41.43,73.8,2073.19,1045.52,0.18,20,1,1,1,36.07,36.07,-0.19,-0.71,-0.71,0.46,0.94,0.87,-27.8,-1.05,-1.1,-1.1,8.44,0.03,1.6,1.63,0.02,0.02,0.03,-6.2,0.38
48792.5,-0.043,0.142,0.941,-0.73,0.44,108.52,3674.24,-2,0.19,0.19,-0.63,0.11,-0.04,0.17,-0.76,-0.4,-0.74,0.11,0.95,3.41,0.1,0.08,-1.77,0.14,-2.4,-2.13,-2.29,-2.08,1.52,5097,89.21,91.91,14296.18,11710.27,32.17,1.02,552.5,40.76,73.48,1954.63,949.5,0.18,20,1,1,1,36.12,36.1,0.06,-0.72,-0.72,-0.32,0.93,0.86,-28.05,-0.71,-1.11,-1.11,8.42,0.03,1.69,1.67,0.03,0.03,0.03,-6.2,0.58
48792.6,-0.028,0.147,0.916,-0.85,0.51,108.91,3674.24,-1.8,0.19,0.19,-0.19,0.36,0.06,0.39,-0.89,-0.56,-0.57,0.11,1.11,3.54,0.11,0.08,-2.76,-0.67,-3.04,-2.97,-2.29,-2.09,1.52,5103.5,89.2,91.91,14308.21,11693.32,32.17,1.02,552.5,39.67,73.16,1910.04,913.53,0.18,20,1,1,1,36.16,36.15,-0.35,-0.75,-0.75,-0.08,0.94,0.86,-31.96,-0.06,-1.25,-1.27,8.7,0.02,1.98,2.01,0.03,0.02,0.03,-6.2,0.74
48792.7,-0.037,0.139,0.923,-1.2,0.73,109.32,3674.24,-2,0.2,0.19,-0.36,0.28,0.26,0.49,-1.2,-0.72,-0.77,-0.08,2.18,3.48,0.12,0.09,-3.49,-0.67,-4.41,-4.37,-2.29,-2.08,1.52,5103.5,89.2,91.9,14304.95,11699.82,32.17,1.02,522,39.08,72.84,1829.85,860.01,0.18,20,1,1,1,36.25,36.2,-0.17,-0.77,-0.77,0.16,0.95,0.87,-35.33,-0.31,-1.45,-1.41,10.55,0.02,3.05,3.16,0.02,0.02,0.03,-6.2,0.92
48792.8,-0.02,0.13,1.047,-1.39,0.82,109.43,3674.17,-2,0.2,0.2,-0.31,0.19,0.14,0.45,-1.25,-1,-1.15,-0.37,2.56,3.23,0.11,0.09,-3.8,1.37,-4.66,-4.65,-2.3,-2.08,1.52,5110,89.2,91.9,14293.84,11682.63,32.17,1.02,522,38.06,72.51,1768.89,805.13,0.18,20,1,1,1,36.31,36.3,-0.27,-0.8,-0.8,-0.62,0.93,0.87,-35.08,-0.16,-1.46,-1.46,11,0.03,3.52,3.52,0.03,0.03,0.03,-6.2,0.94
48792.9,-0.012,0.126,1.107,-1.57,0.92,109.55,3674.13,-1.6,0.2,0.2,-0.33,0.2,0.06,0.42,-1,-0.96,-1.14,-0.51,3.23,2.28,0.12,0.09,-3.52,0.35,-4.93,-4.83,-2.31,-2.09,1.52,5110,89.18,91.88,14315.77,11706.79,32.17,1.02,474.5,37.31,72.18,1688.37,750.24,0.18,20,1,1,1,36.42,36.37,-0.29,-0.83,-0.83,-0.26,0.9,0.83,-34.63,0.38,-1.46,-1.46,11.06,0.02,3.87,3.87,0.03,0.02,0.03,-6.2,0.95
48793,-0.018,0.126,1.035,-1.67,0.98,109.77,3674.08,-1.8,0.19,0.19,-0.42,-0.05,-0.08,0.34,-1.37,-0.91,-1.05,-0.24,2.69,3.06,0.26,0.23,-3.2,-0.17,-4.89,-4.85,-2.31,-2.11,1.52,5107.5,89.16,91.87,14307.51,11679.62,32.17,1.02,474.5,36.63,71.85,1656.59,727.3,0.18,20,1,1,1,36.49,36.47,-0.38,-0.86,-0.86,-0.43,0.84,0.79,-35.08,-0.06,-1.52,-1.48,11.16,0.02,4.09,4.1,0,0.03,0.02,-6.2,0.99
48793.1,-0.002,0.129,0.965,-1.7,0.99,109.99,3674.06,-1.8,0.18,0.18,-0.56,-0.05,-0.06,0.33,-1.2,-1.01,-1.13,-0.48,58.4,-21.88,2.61,2.5,-2.19,0.3,-4.34,-4.13,-2.57,-2.13,1.52,5107.5,89.1,91.84,14296.4,11672.33,32.17,1.01,444,36,71.51,1609.97,698.16,0.18,20,1,1,1,36.6,36.55,-0.43,-0.9,-0.9,-0.02,0.78,0.74,-37.35,-0.56,-1.59,-1.6,11.5,0.03,4.13,4.11,0.03,0.02,0.04,-6.2,0.96
48793.2,-0.004,0.133,0.897,-1.05,0.64,110.24,3674.06,-2,0.17,0.18,-0.45,0.03,-0.12,0.22,-1.27,-0.91,-1.07,-0.47,62.02,8.45,8.18,8.07,-3.23,2.02,-2.83,-2.71,-10.3,-8.6,1.52,5105,89.09,91.82,14260.73,11631.13,32.17,1.01,444,35.52,71.2,1563.93,654.67,0.18,20,1,1,1,36.68,36.66,0.01,-0.91,-0.91,-0.37,0.74,0.67,-37.16,-1.16,-1.61,-1.6,12.24,0.02,2.24,2.17,0.03,0.02,0.02,-6.2,0.96
48793.3,0.002,0.121,0.859,-0.97,0.59,110.53,3674.04,-1.8,0.19,0.18,-0.61,-0.16,-0.3,0.29,-1.24,-0.89,-1.23,-0.7,61.33,6.94,7.5,7.38,-2.7,-0.05,-3.14,-2.99,-17.95,-17.64,1.52,5105,89.1,91.81,14274.92,11635.73,32.17,1.01,414,34.79,70.88,1526.81,625.69,0.18,20,1,1,1,36.79,36.73,1.58,-0.81,-0.8,0.5,0.76,0.68,-36.66,-1.6,-1.59,-1.58,12.01,0.02,2.36,2.36,0.02,0.03,0,-6.2,0.94
48793.4,0.014,0.125,1.021,-1.04,0.63,110.85,3674,-2,0.2,0.2,-0.34,-0.1,-0.14,0.13,-1.13,-0.92,-1.15,-0.45,66.59,-1.38,7.26,7.15,-2.63,-0.48,-3.1,-2.89,-16.92,-16.8,1.52,5101,89.09,91.82,14311.93,11650.07,32.17,1.01,414,34.38,70.55,1495.44,603.16,0.18,20,1,1,1,36.87,36.85,2.03,-0.61,-0.6,0.61,0.78,0.69,-37.05,0.28,-1.59,-1.59,11.98,0.03,2.49,2.49,0.02,0.02,0.04,-6.2,0.93
48793.5,0.01,0.123,1.121,-1.03,0.62,111.23,3673.86,-1.8,0.22,0.22,-0.45,-0.08,-0.23,0.08,-1.24,-1.02,-1.14,-0.63,64.8,5.65,8.16,8.03,-1.92,-0.28,-2.73,-2.46,-16.81,-16.29,1.52,5101,89.09,91.82,14288.31,11634.11,32.17,1.01,383.5,33.89,70.25,1483.96,591.83,0.18,20,1,1,1,36.99,36.93,2.45,-0.36,-0.35,-0.1,0.79,0.72,-35.57,-0.02,-1.58,-1.58,12,0.02,2.27,2.29,0.02,0.04,0.02,-6.2,1.04
48793.6,0.025,0.121,1.161,-0.94,0.55,111.17,3673.83,-2.4,0.23,0.23,-0.43,-0.1,-0.13,0.26,-1.37,-1,-1.1,-0.52,63.09,6.25,7.77,7.64,-2.37,0.55,-2.75,-2.51,-18.22,-17.95,1.52,5097,89.09,91.83,14289.69,11640.04,32.17,1.01,383.5,33.44,69.99,1464.88,580.96,0.18,20,1,1,1,37.08,37.05,2.97,-0.08,-0.13,0.17,0.79,0.71,-36.46,-0.12,-1.57,-1.57,11.93,0.02,2.15,2.18,0,0.03,0,-6.2,1.01
48793.7,0.02,0.134,1.114,-0.94,0.55,111.14,3673.79,-2.2,0.23,0.23,-0.51,0.01,-0.25,0.02,-1.32,-1.05,-1.19,-0.74,59.95,5.3,7.54,7.42,-2.45,-0.23,-2.74,-2.63,-17.53,-17.14,1.52,5097,89.1,91.84,14319.99,11657.28,32.17,1.01,365,32.91,69.75,1474.52,587.78,0.18,20,1,0,1,37.2,37.13,3.32,0.25,0.19,-0.65,0.76,0.69,-37.45,-0.27,-1.57,-1.57,11.89,0.02,2.15,2.17,0.02,0.02,0.04,-6.2,1.01
48793.8,0.02,0.146,1.023,-0.98,0.57,111.35,3673.81,-2.2,0.24,0.24,-0.24,0.18,-0.15,0.15,-1.56,-1.24,-1.36,-0.73,58.66,5.08,7.34,7.21,-3.18,-0.02,-3.58,-3.49,-16.57,-16.36,1.52,5091,89.11,91.84,14307.19,11635.76,32.17,1.01,365,32.53,69.53,1451.16,564.86,0.18,20,1,0,1,37.29,37.27,3.9,0.62,0.62,-0.48,0.74,0.67,-36.02,0.48,-1.57,-1.57,11.87,0,2.33,2.43,0.02,0.04,0.02,-6.2,1.12
48793.9,0.018,0.152,0.93,-1.36,0.82,111.64,3673.86,-2.4,0.25,0.25,0.05,0.58,0.11,0.29,-1.59,-1.22,-1.34,-0.84,57.05,6.18,7.14,7.01,-4.2,0.66,-5.77,-5.66,-16.33,-16.13,1.52,5091,89.13,91.87,14331.48,11656.67,32.17,1.01,346.5,32.27,69.34,1438.92,558.83,0.18,20,1,0,1,37.44,37.36,4.58,1.04,1.04,-0.01,0.74,0.67,-35.92,-0.16,-1.57,-1.57,11.88,0.02,3.5,3.62,0.02,0.03,0.02,-6.2,1.25
48794,0.031,0.158,0.92,-1.7,1.01,111.73,3673.95,-2.2,0.27,0.27,0.42,0.94,0.47,0.65,-1.59,-1.48,-1.6,-0.9,57.17,4.33,7.02,6.88,-6.05,0.63,-7.14,-7.02,-16.11,-15.85,1.52,5085.5,89.14,91.87,14340.82,11672.66,32.17,1.01,346.5,31.94,69.17,1421.53,543.22,0.18,20,1,0,1,37.54,37.51,5.06,1.53,1.53,0.2,0.75,0.67,-36.86,-1.25,-1.58,-1.58,11.89,0.03,4.59,4.73,0.02,0.03,0.02,-6.2,1.27
48794.1,0.031,0.17,0.927,-2.52,1.47,111.58,3673.96,-1.6,0.32,0.32,1.05,1.34,0.83,1.03,-1.81,-1.68,-1.57,-0.95,54.75,5.77,6.89,6.77,-5.13,-0.09,-8.42,-8.32,-15.64,-15.47,1.52,5085.5,89.15,91.88,14346.62,11666.37,32.17,1.01,362,31.58,69.02,1409.91,538.51,0.18,20,1,0,1,37.7,37.61,5.83,2.09,1.98,-0.19,0.75,0.68,-36.61,0.38,-1.58,-1.57,11.94,0.02,6.14,6.2,0,0.04,0,-6.2,1.36
48794.2,0.037,0.176,0.995,-2.81,1.64,111.66,3674,-1.8,0.36,0.35,1.43,1.84,1.3,1.31,-1.87,-1.78,-1.76,-1.41,53.77,5.3,6.59,6.47,-5.19,0.19,-8.76,-8.65,-15.18,-14.92,1.52,5089.5,89.17,91.89,14377.01,11691.37,32.17,1.01,362,31.36,68.87,1396.06,528.53,0.18,20,1,0,1,37.82,37.78,6.33,2.7,2.57,-0.05,0.76,0.69,-36.61,0.19,-1.58,-1.58,11.94,0.03,6.58,6.59,0.03,0.03,0.03,-6.2,1.39
